"","down","ydstogo","yardline_100","touchdown"
"23084",2,2,59,0
"23085",1,10,48,0
"23086",1,10,25,0
"23087",1,9,9,0
"23088",2,9,9,0
"23089",3,5,5,0
"23090",4,3,3,0
"23091",NA,0,35,0
"23092",1,10,76,0
"23093",2,3,69,0
"23094",3,1,67,0
"23095",3,5,71,0
"23096",4,5,71,0
"23097",1,10,79,0
"23098",2,8,77,0
"23099",3,2,71,0
"23100",1,10,61,0
"23101",2,17,68,0
"23102",3,8,59,0
"23103",4,8,59,0
"23104",1,10,76,0
"23105",1,10,63,0
"23106",2,1,54,0
"23107",NA,0,NA,NA
"23108",1,10,44,0
"23109",2,5,39,0
"23110",3,1,35,0
"23111",1,10,33,0
"23112",2,5,28,0
"23113",1,10,18,1
"23114",NA,0,15,0
"23115",NA,0,35,0
"23116",1,10,65,0
"23117",1,10,41,0
"23118",2,7,38,0
"23119",3,2,33,0
"23120",1,10,28,0
"23121",1,10,14,0
"23122",1,5,9,0
"23123",2,2,6,1
"23124",NA,0,15,0
"23125",NA,0,35,0
"23126",1,10,60,0
"23127",2,9,59,0
"23128",1,10,20,0
"23129",1,8,8,0
"23130",2,5,5,0
"23131",NA,0,NA,0
"23132",3,3,3,1
"23133",NA,0,15,0
"23134",NA,0,35,0
"23135",1,10,69,0
"23136",2,10,69,0
"23137",3,5,64,0
"23138",1,10,58,0
"23139",2,3,51,0
"23140",1,10,34,0
"23141",2,10,34,0
"23142",3,10,34,0
"23143",1,10,24,1
"23144",NA,0,15,0
"23145",NA,0,35,0
"23146",1,10,48,0
"23147",NA,0,NA,0
"23148",2,5,43,0
"23149",NA,0,NA,0
"23150",3,1,39,0
"23151",1,10,35,0
"23152",NA,0,NA,NA
"23153",NA,0,NA,NA
"23154",NA,0,35,0
"23155",1,10,65,0
"23156",2,7,62,0
"23157",3,5,60,0
"23158",1,10,53,0
"23159",2,2,45,0
"23160",3,1,44,0
"23161",1,10,43,1
"23162",NA,0,15,0
"23163",NA,0,35,0
"23164",1,10,80,0
"23165",1,10,56,0
"23166",2,11,57,1
"23167",NA,0,15,0
"23168",NA,0,35,0
"23169",1,10,76,0
"23170",2,4,70,0
"23171",1,10,65,0
"23172",2,8,63,0
"23173",3,1,56,0
"23174",4,3,58,0
"23175",1,10,81,0
"23176",1,10,71,0
"23177",2,7,68,0
"23178",1,10,51,0
"23179",1,10,37,0
"23180",2,7,34,0
"23181",1,10,19,0
"23182",2,7,16,0
"23183",NA,0,NA,0
"23184",1,9,9,0
"23185",2,9,9,1
"23186",NA,0,15,0
"23187",NA,0,35,0
"23188",1,10,71,0
"23189",1,10,57,0
"23190",NA,0,NA,NA
"23191",2,6,53,0
"23192",3,12,59,1
"23193",NA,0,15,0
"23194",NA,0,35,0
"23195",1,10,76,0
"23196",1,10,71,0
"23197",2,10,71,0
"23198",3,1,62,0
"23199",4,3,64,0
"23200",1,10,76,0
"23201",2,5,71,0
"23202",3,4,70,0
"23203",1,3,3,0
"23204",2,3,3,0
"23205",1,1,1,0
"23206",2,1,1,0
"23207",2,6,6,1
"23208",NA,0,15,0
"23209",NA,0,35,0
"23210",1,10,65,0
"23211",2,10,65,0
"23212",1,10,54,0
"23213",1,10,34,0
"23214",1,10,19,0
"23215",2,13,22,0
"23216",NA,0,NA,0
"23217",3,13,22,0
"23218",1,4,4,0
"23219",2,3,3,0
"23220",3,3,3,0
"23221",4,1,1,0
"23222",1,10,99,0
"23223",2,9,98,0
"23224",1,3,3,0
"23225",1,8,8,0
"23226",2,4,4,1
"23227",NA,0,15,0
"23228",NA,0,35,0
"23229",1,10,63,0
"23230",1,10,53,0
"23231",1,10,29,0
"23232",NA,0,NA,0
"23233",2,11,30,0
"23234",NA,0,NA,0
"23235",3,14,33,0
"23236",4,9,28,0
"23237",NA,0,35,0
"23238",1,10,74,0
"23239",1,10,64,0
"23240",2,10,64,0
"23241",3,10,64,0
"23242",1,10,30,0
"23243",2,10,30,0
"23244",3,10,30,0
"23245",NA,0,NA,0
"23246",4,25,45,0
"23247",1,10,94,0
"23248",2,11,95,0
"23249",NA,0,NA,NA
"23250",NA,0,35,0
"23251",1,10,75,0
"23252",2,1,66,0
"23253",3,1,66,0
"23254",1,10,64,0
"23255",1,10,49,0
"23256",2,6,45,0
"23257",3,6,45,0
"23258",4,6,45,0
"23259",4,11,50,0
"23260",1,10,38,0
"23261",2,9,37,0
"23262",3,2,30,0
"23263",1,10,22,0
"23264",2,10,22,0
"23265",1,6,6,0
"23266",2,6,6,0
"23267",3,6,6,0
"23268",NA,0,NA,0
"23269",4,2,2,0
"23270",1,10,98,0
"23271",1,10,19,0
"23272",2,10,19,0
"23273",3,10,19,0
"23274",4,6,15,1
"23275",NA,0,2,0
"23276",NA,0,35,0
"23277",1,10,75,0
"23278",1,10,65,0
"23279",2,5,60,0
"23280",2,15,70,0
"23281",1,10,24,0
"23282",2,4,18,0
"23283",1,10,13,0
"23284",2,11,14,0
"23285",3,11,14,0
"23286",4,5,8,0
"23287",1,10,92,0
"23288",1,10,62,0
"23289",2,1,53,0
"23290",1,10,40,0
"23291",2,1,31,0
"23292",3,1,31,0
"23293",1,10,29,0
"23294",NA,0,NA,NA
"23295",2,5,24,0
"23296",3,1,20,0
"23297",1,10,17,0
"23298",2,11,18,0
"23299",3,10,17,0
"23300",4,6,13,0
"23301",NA,0,35,0
"23302",1,10,84,0
"23303",2,10,84,0
"23304",3,1,75,0
"23305",1,10,20,0
"23306",2,10,20,0
"23307",3,10,20,0
"23308",1,8,8,0
"23309",2,9,9,1
"23310",NA,0,15,0
"23311",NA,0,35,0
"23312",1,10,45,0
"23313",1,10,34,0
"23314",2,3,27,0
"23315",1,10,21,0
"23316",2,5,16,0
"23317",3,9,20,0
"23318",4,4,15,0
"23319",NA,0,35,0
"23320",1,10,80,0
"23321",2,4,74,0
"23322",3,4,74,0
"23323",4,5,75,0
"23324",1,10,70,0
"23325",2,10,70,0
"23326",3,1,61,0
"23327",1,10,58,0
"23328",2,12,60,0
"23329",3,13,61,0
"23330",NA,0,NA,NA
"23331",NA,0,NA,NA
"23332",NA,0,35,0
"23333",1,10,75,0
"23334",2,8,73,0
"23335",1,10,63,0
"23336",1,10,46,0
"23337",1,10,35,0
"23338",2,6,31,0
"23339",3,2,27,0
"23340",4,2,27,0
"23341",1,10,72,0
"23342",1,10,56,0
"23343",2,10,56,0
"23344",3,8,54,0
"23345",1,10,23,0
"23346",1,1,1,1
"23347",NA,0,15,0
"23348",NA,0,35,0
"23349",1,10,81,0
"23350",1,10,51,0
"23351",1,10,38,0
"23352",2,6,34,0
"23353",1,10,14,0
"23354",1,1,1,1
"23355",NA,0,15,0
"23356",NA,0,35,0
"23357",1,10,65,0
"23358",1,10,37,1
"23359",NA,0,15,0
"23360",NA,0,35,0
"23361",1,10,73,0
"23362",2,10,73,0
"23363",1,10,56,0
"23364",1,10,46,0
"23365",2,5,41,0
"23366",3,5,41,0
"23367",4,9,45,0
"23368",1,10,98,0
"23369",2,2,90,0
"23370",1,10,87,0
"23371",2,10,87,0
"23372",1,10,74,0
"23373",NA,0,NA,NA
"23374",1,15,79,0
"23375",1,10,53,0
"23376",2,1,44,0
"23377",1,10,39,0
"23378",2,11,40,0
"23379",3,8,37,0
"23380",4,6,35,0
"23381",1,10,57,0
"23382",2,9,56,0
"23383",NA,0,NA,0
"23384",3,9,56,0
"23385",4,9,56,0
"23386",1,10,93,0
"23387",2,5,88,0
"23388",3,1,84,0
"23389",3,6,89,0
"23390",4,6,89,0
"23391",1,10,55,0
"23392",2,5,50,0
"23393",1,10,36,0
"23394",2,7,33,0
"23395",1,10,20,0
"23396",2,6,16,1
"23397",NA,0,15,0
"23398",NA,0,35,0
"23399",1,10,86,0
"23400",2,1,77,0
"23401",1,10,75,0
"23402",2,6,71,0
"23403",1,10,60,0
"23404",2,1,51,0
"23405",3,11,61,0
"23406",1,10,72,0
"23407",NA,0,NA,NA
"23408",NA,0,35,0
"23409",1,10,69,0
"23410",2,6,65,0
"23411",1,10,40,0
"23412",1,10,30,0
"23413",2,5,25,0
"23414",3,5,25,0
"23415",4,5,25,0
"23416",NA,0,35,0
"23417",1,10,44,0
"23418",1,10,20,0
"23419",2,21,31,0
"23420",3,13,23,0
"23421",1,10,56,0
"23422",2,8,54,0
"23423",3,8,54,0
"23424",4,8,54,0
"23425",1,10,87,0
"23426",2,6,83,0
"23427",1,10,76,0
"23428",2,7,73,0
"23429",2,2,68,0
"23430",1,10,56,0
"23431",2,6,52,0
"23432",1,10,28,0
"23433",2,6,24,0
"23434",3,3,21,0
"23435",4,1,19,0
"23436",1,10,14,0
"23437",2,8,12,0
"23438",3,5,9,0
"23439",4,1,5,0
"23440",1,10,93,0
"23441",2,6,89,0
"23442",NA,0,NA,NA
"23443",1,10,72,0
"23444",2,10,72,0
"23445",3,10,72,0
"23446",4,10,72,0
"23447",1,10,47,0
"23448",2,6,43,0
"23449",1,10,25,0
"23450",2,2,17,0
"23451",3,1,16,0
"23452",1,10,14,0
"23453",2,11,15,0
"23454",2,16,20,0
"23455",3,10,14,0
"23456",4,12,16,0
"23457",NA,0,35,0
"23458",1,10,77,0
"23459",2,3,70,0
"23460",1,10,62,0
"23461",2,7,59,0
"23462",3,7,59,0
"23463",4,7,59,0
"23464",1,10,91,0
"23465",2,2,83,1
"23466",NA,0,2,0
"23467",NA,0,35,0
"23468",1,10,71,0
"23469",1,10,56,0
"23470",2,2,48,0
"23471",1,10,46,0
"23472",2,3,39,0
"23473",1,10,32,0
"23474",1,10,19,0
"23475",NA,0,NA,0
"23476",1,9,9,0
"23477",NA,0,NA,0
"23478",2,1,1,1
"23479",NA,0,2,0
"23480",NA,0,35,0
"23481",1,10,48,0
"23482",2,10,48,0
"23483",NA,0,NA,0
"23484",3,21,59,0
"23485",4,2,40,0
"23486",1,10,30,0
"23487",2,10,30,0
"23488",3,16,36,0
"23489",NA,0,NA,0
"23490",4,6,26,0
"23491",NA,0,35,0
"23492",1,10,74,0
"23493",2,10,74,0
"23494",NA,0,NA,NA
"23495",NA,0,35,0
"23496",1,10,70,0
"23497",2,9,69,0
"23498",3,9,69,0
"23499",1,10,64,0
"23500",2,12,66,0
"23501",3,12,66,0
"23502",4,24,78,0
"23503",1,10,57,0
"23504",2,9,56,0
"23505",1,10,33,0
"23506",2,3,26,0
"23507",3,2,25,0
"23508",1,10,14,0
"23509",2,4,8,1
"23510",NA,0,NA,NA
"23511",NA,0,NA,NA
"23512",NA,0,35,0
"23513",1,10,69,0
"23514",2,10,69,0
"23515",3,8,67,0
"23516",4,2,61,0
"23517",1,10,86,0
"23518",2,10,86,0
"23519",3,6,82,0
"23520",1,10,72,0
"23521",2,8,70,0
"23522",3,4,66,0
"23523",NA,0,NA,0
"23524",1,4,4,1
"23525",NA,0,15,0
"23526",NA,0,35,0
"23527",1,10,68,0
"23528",2,6,64,0
"23529",3,4,62,0
"23530",1,10,56,0
"23531",1,10,40,0
"23532",2,9,39,0
"23533",3,2,32,0
"23534",1,10,29,0
"23535",2,7,26,0
"23536",3,7,26,0
"23537",4,7,26,0
"23538",NA,0,35,0
"23539",1,10,71,0
"23540",2,7,68,0
"23541",3,12,73,0
"23542",4,2,63,0
"23543",1,10,85,0
"23544",2,6,81,0
"23545",2,11,86,0
"23546",3,13,88,0
"23547",NA,0,NA,NA
"23548",4,7,82,0
"23549",1,10,57,0
"23550",2,10,57,0
"23551",3,4,51,0
"23552",1,10,33,0
"23553",2,11,34,0
"23554",3,8,31,0
"23555",3,13,36,0
"23556",4,8,31,0
"23557",NA,0,35,0
"23558",1,10,70,0
"23559",2,8,68,0
"23560",3,5,65,0
"23561",4,5,65,0
"23562",1,10,84,0
"23563",2,4,78,0
"23564",1,10,67,0
"23565",1,15,72,0
"23566",2,15,72,0
"23567",3,6,63,0
"23568",1,10,78,0
"23569",2,7,75,0
"23570",1,10,67,0
"23571",1,10,62,0
"23572",2,10,62,0
"23573",1,10,49,0
"23574",2,1,40,0
"23575",1,10,18,0
"23576",2,12,20,0
"23577",3,2,10,0
"23578",NA,0,NA,0
"23579",4,2,10,0
"23580",NA,0,35,0
"23581",1,10,65,0
"23582",2,5,60,0
"23583",3,5,60,0
"23584",4,5,60,0
"23585",1,10,75,0
"23586",NA,0,NA,0
"23587",1,10,63,0
"23588",1,10,52,0
"23589",NA,0,NA,0
"23590",1,10,25,0
"23591",1,10,12,0
"23592",NA,0,35,0
"23593",NA,0,NA,NA
"23594",NA,0,35,0
"23595",1,10,76,0
"23596",1,10,59,0
"23597",2,5,54,0
"23598",3,1,50,0
"23599",1,10,71,0
"23600",1,10,49,0
"23601",1,10,27,0
"23602",1,4,4,0
"23603",2,4,4,0
"23604",3,4,4,0
"23605",4,4,4,0
"23606",NA,0,35,0
"23607",1,10,23,0
"23608",2,5,18,0
"23609",3,1,14,0
"23610",1,10,11,0
"23611",2,10,11,0
"23612",1,1,1,1
"23613",NA,0,15,0
"23614",NA,0,35,0
"23615",1,10,67,0
"23616",1,10,54,0
"23617",1,15,59,0
"23618",2,8,52,0
"23619",3,2,46,0
"23620",4,2,46,0
"23621",1,10,38,0
"23622",2,10,38,0
"23623",3,10,38,0
"23624",4,10,38,0
"23625",1,10,54,0
"23626",1,10,42,0
"23627",1,10,31,0
"23628",1,10,20,0
"23629",1,15,25,0
"23630",2,15,25,0
"23631",3,15,25,0
"23632",4,15,25,0
"23633",NA,0,35,0
"23634",1,10,67,0
"23635",2,2,59,0
"23636",1,10,45,0
"23637",2,1,36,0
"23638",NA,0,NA,NA
"23639",1,10,31,0
"23640",2,2,23,0
"23641",3,1,22,0
"23642",1,10,17,0
"23643",2,4,11,0
"23644",NA,0,NA,0
"23645",3,2,9,0
"23646",1,2,2,1
"23647",NA,0,2,0
"23648",NA,0,35,0
"23649",1,10,71,0
"23650",1,10,59,0
"23651",1,15,64,0
"23652",1,10,59,0
"23653",2,13,62,0
"23654",3,9,58,0
"23655",1,10,20,0
"23656",2,9,19,0
"23657",3,3,13,0
"23658",4,3,13,0
"23659",1,10,86,0
"23660",2,10,86,0
"23661",3,17,93,0
"23662",4,17,93,0
"23663",1,10,65,0
"23664",1,15,70,0
"23665",1,10,44,0
"23666",1,10,35,0
"23667",2,10,35,0
"23668",3,10,35,0
"23669",4,10,35,0
"23670",1,7,7,0
"23671",2,5,5,0
"23672",3,5,5,0
"23673",4,5,5,0
"23674",4,10,10,1
"23675",NA,0,2,0
"23676",NA,0,35,0
"23677",1,10,83,0
"23678",NA,0,NA,0
"23679",2,4,77,0
"23680",NA,0,NA,0
"23681",3,1,74,0
"23682",NA,0,NA,0
"23683",1,10,71,0
"23684",2,10,71,0
"23685",3,4,65,0
"23686",4,4,65,0
"23687",1,10,92,0
"23688",2,10,92,0
"23689",1,10,66,0
"23690",2,6,62,0
"23691",3,6,62,0
"23692",3,11,67,0
"23693",NA,0,NA,0
"23694",4,4,60,0
"23695",1,10,40,0
"23696",NA,0,NA,NA
"23697",NA,0,NA,NA
"23698",NA,0,35,0
"23699",1,10,65,0
"23700",NA,0,NA,0
"23701",1,15,70,0
"23702",2,14,69,0
"23703",3,11,66,0
"23704",1,10,75,0
"23705",2,10,75,0
"23706",3,2,67,0
"23707",4,1,66,0
"23708",1,10,92,0
"23709",2,4,86,0
"23710",3,1,83,0
"23711",1,10,77,0
"23712",2,9,76,0
"23713",1,10,61,0
"23714",2,6,57,0
"23715",1,10,50,0
"23716",1,10,20,0
"23717",2,1,11,0
"23718",1,8,8,0
"23719",2,9,9,1
"23720",NA,0,15,0
"23721",NA,0,35,0
"23722",1,10,71,0
"23723",2,2,63,0
"23724",1,10,58,0
"23725",2,8,56,0
"23726",3,12,60,0
"23727",NA,0,NA,0
"23728",4,1,49,0
"23729",1,10,51,0
"23730",1,10,37,0
"23731",NA,0,NA,NA
"23732",2,11,38,1
"23733",NA,0,15,0
"23734",NA,0,35,0
"23735",1,10,69,0
"23736",2,10,69,0
"23737",3,10,69,0
"23738",4,10,69,0
"23739",1,10,77,0
"23740",2,7,74,0
"23741",3,10,77,0
"23742",4,2,69,0
"23743",1,10,85,0
"23744",1,10,65,0
"23745",1,10,48,0
"23746",2,9,47,0
"23747",3,9,47,0
"23748",NA,0,NA,0
"23749",4,1,39,0
"23750",1,10,34,0
"23751",1,10,95,0
"23752",2,9,94,0
"23753",1,10,80,0
"23754",1,10,56,0
"23755",1,10,38,0
"23756",2,7,35,0
"23757",1,10,25,0
"23758",2,14,29,0
"23759",3,14,29,0
"23760",4,13,28,0
"23761",NA,0,35,0
"23762",1,10,69,0
"23763",2,10,69,0
"23764",3,7,66,0
"23765",4,13,72,0
"23766",1,10,67,0
"23767",1,10,56,0
"23768",2,10,56,0
"23769",3,10,56,0
"23770",NA,0,NA,0
"23771",4,7,53,0
"23772",1,10,80,0
"23773",2,5,75,0
"23774",3,5,75,0
"23775",NA,0,NA,NA
"23776",NA,0,35,0
"23777",1,10,82,0
"23778",2,7,79,0
"23779",1,10,69,0
"23780",1,10,64,0
"23781",2,5,59,0
"23782",3,6,60,0
"23783",3,16,70,0
"23784",1,10,49,0
"23785",2,5,44,0
"23786",3,5,44,0
"23787",1,10,33,0
"23788",1,10,19,0
"23789",2,7,16,0
"23790",1,7,7,0
"23791",2,5,5,0
"23792",3,5,5,0
"23793",1,10,80,0
"23794",2,6,76,0
"23795",1,10,54,0
"23796",1,10,41,0
"23797",2,14,45,0
"23798",3,14,45,0
"23799",4,10,41,0
"23800",1,10,98,0
"23801",2,7,95,0
"23802",3,1,89,0
"23803",NA,0,NA,NA
"23804",1,10,87,0
"23805",2,4,81,0
"23806",3,2,79,0
"23807",1,10,55,0
"23808",1,10,35,1
"23809",NA,0,2,0
"23810",NA,0,35,0
"23811",1,10,78,0
"23812",2,3,71,0
"23813",3,6,74,0
"23814",1,10,67,0
"23815",2,9,66,0
"23816",3,9,66,0
"23817",1,10,88,0
"23818",2,6,84,0
"23819",1,10,68,0
"23820",2,10,68,0
"23821",3,1,59,0
"23822",1,10,62,0
"23823",2,7,59,1
"23824",NA,0,15,0
"23825",NA,0,35,0
"23826",1,10,65,0
"23827",2,1,56,0
"23828",1,10,49,0
"23829",2,10,49,0
"23830",3,10,49,0
"23831",4,15,54,0
"23832",1,10,30,0
"23833",2,4,24,0
"23834",NA,0,NA,0
"23835",3,4,24,0
"23836",1,10,35,0
"23837",1,10,26,1
"23838",NA,0,15,0
"23839",NA,0,35,0
"23840",1,10,37,0
"23841",NA,0,NA,0
"23842",2,8,35,0
"23843",NA,0,NA,0
"23844",3,8,35,1
"23845",NA,0,15,0
"23846",NA,0,35,0
"23847",1,10,65,0
"23848",2,11,66,0
"23849",3,12,67,0
"23850",4,8,63,0
"23851",1,10,98,0
"23852",2,10,98,0
"23853",NA,0,NA,NA
"23854",NA,0,NA,NA
"23855",NA,0,35,0
"23856",1,10,70,0
"23857",1,18,78,0
"23858",2,18,78,0
"23859",3,18,78,0
"23860",4,18,78,0
"23861",1,10,59,0
"23862",2,9,58,0
"23863",3,9,58,0
"23864",4,8,57,0
"23865",1,10,95,0
"23866",2,9,94,0
"23867",3,4,89,0
"23868",1,10,60,0
"23869",1,10,44,0
"23870",1,10,31,0
"23871",2,10,31,0
"23872",3,4,25,0
"23873",1,10,12,0
"23874",2,7,9,1
"23875",NA,0,15,0
"23876",NA,0,35,1
"23877",NA,0,15,0
"23878",NA,0,35,0
"23879",1,10,71,0
"23880",2,10,71,0
"23881",3,10,71,0
"23882",4,10,71,1
"23883",NA,0,15,0
"23884",NA,0,35,0
"23885",1,10,80,0
"23886",2,8,78,0
"23887",3,5,75,0
"23888",1,10,64,0
"23889",2,10,64,0
"23890",3,17,71,0
"23891",4,2,56,0
"23892",4,7,61,0
"23893",1,10,78,0
"23894",2,8,76,0
"23895",2,13,81,0
"23896",3,13,81,0
"23897",4,4,72,0
"23898",1,10,74,0
"23899",NA,0,NA,NA
"23900",2,10,74,0
"23901",3,1,65,0
"23902",1,10,63,0
"23903",NA,0,NA,0
"23904",2,10,63,0
"23905",1,10,56,0
"23906",2,7,53,0
"23907",1,10,44,0
"23908",2,10,44,0
"23909",3,10,44,0
"23910",3,15,49,0
"23911",4,26,60,0
"23912",1,10,80,0
"23913",1,10,22,1
"23914",NA,0,15,0
"23915",NA,0,35,0
"23916",1,10,72,0
"23917",2,8,70,0
"23918",1,10,48,0
"23919",2,7,45,0
"23920",1,10,32,0
"23921",2,6,28,0
"23922",3,7,29,0
"23923",1,8,8,0
"23924",2,9,9,0
"23925",3,11,11,0
"23926",4,8,8,0
"23927",NA,0,35,0
"23928",1,10,77,0
"23929",2,1,68,0
"23930",1,10,60,0
"23931",2,10,60,0
"23932",NA,0,NA,0
"23933",3,17,67,0
"23934",NA,0,NA,0
"23935",4,26,76,0
"23936",1,10,67,0
"23937",2,9,66,0
"23938",2,14,71,0
"23939",3,14,71,0
"23940",NA,0,NA,0
"23941",4,22,79,0
"23942",1,10,61,0
"23943",2,10,61,0
"23944",1,10,37,0
"23945",NA,0,NA,0
"23946",1,10,22,0
"23947",2,10,22,0
"23948",3,10,22,0
"23949",4,15,27,0
"23950",NA,0,NA,NA
"23951",NA,0,35,0
"23952",1,10,55,0
"23953",2,11,56,0
"23954",3,11,56,0
"23955",4,13,58,0
"23956",1,10,90,0
"23957",1,10,80,0
"23958",2,8,78,0
"23959",3,7,77,0
"23960",1,10,65,0
"23961",1,10,54,0
"23962",2,11,55,0
"23963",2,26,70,0
"23964",3,18,62,0
"23965",4,18,62,0
"23966",1,10,74,0
"23967",2,10,74,0
"23968",3,6,70,0
"23969",4,3,67,0
"23970",1,10,81,0
"23971",2,18,89,0
"23972",3,17,88,0
"23973",3,22,93,0
"23974",4,10,81,0
"23975",1,10,58,0
"23976",2,8,56,0
"23977",3,4,52,0
"23978",1,10,46,0
"23979",2,5,41,0
"23980",3,2,38,0
"23981",NA,0,NA,NA
"23982",1,10,35,0
"23983",2,17,42,1
"23984",NA,0,15,0
"23985",NA,0,35,0
"23986",1,10,66,0
"23987",2,1,57,0
"23988",3,2,58,0
"23989",1,10,42,0
"23990",2,7,39,0
"23991",3,2,34,0
"23992",4,1,33,0
"23993",1,10,60,0
"23994",1,10,30,0
"23995",1,5,25,0
"23996",1,10,19,0
"23997",2,11,20,0
"23998",3,20,29,0
"23999",4,10,19,0
"24000",NA,0,35,0
"24001",1,10,69,0
"24002",2,17,76,0
"24003",1,10,52,0
"24004",1,10,32,0
"24005",2,7,29,0
"24006",3,7,29,0
"24007",1,10,17,0
"24008",2,6,13,0
"24009",3,6,13,0
"24010",4,4,11,0
"24011",NA,0,35,0
"24012",1,10,67,0
"24013",NA,0,NA,0
"24014",1,10,55,0
"24015",2,7,52,0
"24016",NA,0,NA,0
"24017",3,16,61,0
"24018",1,10,56,0
"24019",NA,0,NA,0
"24020",2,7,53,0
"24021",NA,0,NA,0
"24022",3,3,49,0
"24023",4,5,51,0
"24024",1,10,46,0
"24025",2,11,47,0
"24026",NA,0,NA,NA
"24027",NA,0,NA,NA
"24028",NA,0,35,0
"24029",1,10,74,0
"24030",2,5,69,0
"24031",3,3,67,0
"24032",4,3,67,0
"24033",1,10,78,0
"24034",2,2,70,0
"24035",1,10,67,0
"24036",1,10,51,0
"24037",2,6,47,0
"24038",1,10,39,0
"24039",2,6,35,0
"24040",3,6,35,0
"24041",1,10,21,0
"24042",NA,0,NA,0
"24043",2,3,14,1
"24044",NA,0,15,0
"24045",NA,0,35,0
"24046",1,10,52,0
"24047",1,10,39,0
"24048",2,4,33,0
"24049",1,10,29,0
"24050",2,10,29,0
"24051",3,10,29,0
"24052",3,15,34,0
"24053",4,7,26,0
"24054",NA,0,35,0
"24055",1,10,65,0
"24056",1,10,49,0
"24057",1,10,37,0
"24058",1,10,23,0
"24059",2,10,23,0
"24060",3,7,20,0
"24061",1,10,12,0
"24062",2,7,9,0
"24063",3,7,9,1
"24064",NA,0,15,0
"24065",NA,0,35,0
"24066",1,10,73,0
"24067",2,4,67,0
"24068",1,10,50,0
"24069",2,9,49,0
"24070",3,9,49,0
"24071",NA,0,NA,NA
"24072",4,22,62,0
"24073",1,10,87,0
"24074",2,2,79,0
"24075",1,10,70,0
"24076",1,10,42,0
"24077",2,10,42,0
"24078",3,2,34,0
"24079",1,10,31,0
"24080",1,10,18,0
"24081",2,10,18,0
"24082",2,5,13,1
"24083",NA,0,1,0
"24084",NA,0,50,0
"24085",1,10,75,0
"24086",2,9,74,0
"24087",1,10,33,0
"24088",2,1,24,0
"24089",1,10,23,0
"24090",2,12,25,0
"24091",3,3,16,0
"24092",4,1,14,0
"24093",1,6,6,0
"24094",2,1,1,1
"24095",NA,0,15,0
"24096",NA,0,20,0
"24097",NA,0,35,0
"24098",1,10,68,0
"24099",1,10,50,0
"24100",2,6,46,0
"24101",3,3,43,0
"24102",4,1,41,0
"24103",1,10,27,0
"24104",2,10,27,0
"24105",NA,0,NA,0
"24106",3,10,27,0
"24107",4,1,18,0
"24108",1,8,8,0
"24109",NA,0,NA,0
"24110",2,6,6,0
"24111",3,4,4,0
"24112",4,4,4,0
"24113",NA,0,50,0
"24114",1,10,75,0
"24115",NA,0,NA,NA
"24116",NA,0,35,0
"24117",1,10,72,0
"24118",1,10,50,0
"24119",1,10,39,0
"24120",1,10,25,0
"24121",1,10,14,1
"24122",NA,0,15,0
"24123",NA,0,35,0
"24124",1,10,69,0
"24125",2,4,63,0
"24126",1,10,54,0
"24127",2,6,50,0
"24128",3,4,48,0
"24129",1,10,11,0
"24130",2,7,8,0
"24131",3,4,5,0
"24132",NA,0,NA,0
"24133",4,3,4,1
"24134",NA,0,2,0
"24135",NA,0,35,0
"24136",1,10,82,0
"24137",2,7,79,0
"24138",1,10,38,0
"24139",2,1,29,0
"24140",3,1,29,0
"24141",1,10,12,0
"24142",2,8,10,0
"24143",3,8,10,0
"24144",4,8,10,0
"24145",NA,0,35,0
"24146",1,10,79,0
"24147",2,15,84,0
"24148",3,3,72,0
"24149",4,3,72,0
"24150",1,10,84,0
"24151",2,7,81,0
"24152",NA,0,NA,NA
"24153",1,10,66,0
"24154",2,5,61,0
"24155",1,10,51,0
"24156",2,2,43,1
"24157",NA,0,15,0
"24158",NA,0,35,0
"24159",1,10,81,0
"24160",2,7,78,0
"24161",1,10,48,0
"24162",1,15,53,0
"24163",2,9,47,0
"24164",3,5,43,0
"24165",4,5,43,0
"24166",1,10,24,0
"24167",2,8,22,0
"24168",3,4,18,0
"24169",1,9,9,0
"24170",2,4,4,1
"24171",NA,0,2,0
"24172",NA,0,1,0
"24173",NA,0,35,0
"24174",1,10,45,0
"24175",2,2,37,0
"24176",1,10,31,0
"24177",2,10,31,0
"24178",3,9,30,0
"24179",4,9,30,0
"24180",NA,0,35,0
"24181",1,10,72,0
"24182",2,6,68,0
"24183",3,5,67,0
"24184",4,7,69,0
"24185",1,10,78,0
"24186",2,8,76,0
"24187",1,10,67,0
"24188",2,6,63,0
"24189",NA,0,NA,NA
"24190",NA,0,NA,NA
"24191",NA,0,35,0
"24192",1,10,69,0
"24193",1,10,57,0
"24194",2,10,57,0
"24195",1,10,40,0
"24196",2,7,37,0
"24197",3,7,37,0
"24198",4,7,37,0
"24199",1,10,22,0
"24200",2,2,14,0
"24201",3,2,14,0
"24202",4,2,14,0
"24203",NA,0,35,0
"24204",1,10,19,0
"24205",2,7,16,0
"24206",1,5,5,0
"24207",2,2,2,0
"24208",2,7,7,0
"24209",3,7,7,1
"24210",NA,0,15,0
"24211",NA,0,35,0
"24212",1,10,65,0
"24213",2,13,68,0
"24214",3,1,56,0
"24215",1,10,53,0
"24216",2,7,50,0
"24217",3,2,45,0
"24218",1,10,41,0
"24219",1,20,51,0
"24220",2,21,52,0
"24221",3,26,57,0
"24222",4,20,51,0
