"","down","ydstogo","yardline_100","touchdown"
"35792",3,8,48,0
"35793",NA,0,NA,0
"35794",4,2,42,0
"35795",1,10,52,0
"35796",NA,0,NA,0
"35797",1,10,41,0
"35798",NA,0,NA,0
"35799",2,7,38,0
"35800",3,3,34,0
"35801",4,3,34,0
"35802",NA,0,NA,NA
"35803",NA,0,35,0
"35804",1,10,75,0
"35805",2,3,68,0
"35806",3,1,66,0
"35807",4,1,66,0
"35808",1,10,63,0
"35809",1,10,49,0
"35810",1,10,35,0
"35811",2,10,35,0
"35812",3,4,29,0
"35813",1,10,12,0
"35814",1,20,22,0
"35815",2,20,22,0
"35816",1,10,80,0
"35817",1,10,66,0
"35818",1,10,16,0
"35819",2,3,9,0
"35820",3,1,7,0
"35821",3,6,12,0
"35822",1,4,4,0
"35823",2,4,4,0
"35824",3,4,4,1
"35825",NA,0,15,0
"35826",NA,0,35,0
"35827",1,10,71,0
"35828",2,3,64,0
"35829",1,10,57,0
"35830",1,10,36,0
"35831",2,10,36,0
"35832",3,3,29,0
"35833",1,10,24,0
"35834",2,6,20,1
"35835",NA,0,15,0
"35836",NA,0,35,0
"35837",1,10,26,0
"35838",NA,0,NA,NA
"35839",1,10,13,0
"35840",2,14,17,0
"35841",3,12,15,0
"35842",4,12,15,0
"35843",NA,0,35,0
"35844",1,10,73,0
"35845",2,10,73,0
"35846",3,10,73,0
"35847",4,5,68,0
"35848",1,10,63,0
"35849",2,7,60,0
"35850",1,10,41,0
"35851",1,10,24,0
"35852",1,10,11,1
"35853",NA,0,2,0
"35854",NA,0,35,0
"35855",1,10,65,0
"35856",1,10,53,0
"35857",2,7,50,0
"35858",3,4,47,0
"35859",4,4,47,0
"35860",1,10,96,0
"35861",2,7,93,0
"35862",3,4,90,0
"35863",4,4,90,0
"35864",1,10,55,0
"35865",NA,0,NA,0
"35866",2,8,53,0
"35867",1,10,29,0
"35868",NA,0,NA,0
"35869",2,7,26,0
"35870",1,10,16,0
"35871",NA,0,NA,0
"35872",2,5,11,0
"35873",3,2,8,0
"35874",1,3,3,0
"35875",2,10,10,0
"35876",3,4,4,1
"35877",NA,0,15,0
"35878",NA,0,35,0
"35879",1,10,65,0
"35880",1,10,53,0
"35881",2,1,44,0
"35882",1,10,41,0
"35883",2,10,41,0
"35884",3,18,49,0
"35885",4,18,49,0
"35886",1,10,55,0
"35887",2,10,55,0
"35888",NA,0,NA,NA
"35889",NA,0,NA,NA
"35890",NA,0,35,0
"35891",1,10,66,0
"35892",1,10,55,0
"35893",1,10,44,0
"35894",2,10,44,0
"35895",3,10,44,0
"35896",4,10,44,0
"35897",1,10,94,0
"35898",2,9,93,0
"35899",1,10,83,0
"35900",1,10,70,0
"35901",2,6,66,0
"35902",1,10,57,0
"35903",2,7,54,0
"35904",3,2,49,0
"35905",3,7,54,0
"35906",3,12,59,0
"35907",4,8,55,0
"35908",1,10,83,0
"35909",2,10,83,0
"35910",3,3,76,0
"35911",1,10,71,0
"35912",1,10,51,0
"35913",2,9,50,0
"35914",1,10,38,0
"35915",2,10,38,0
"35916",3,15,43,0
"35917",1,10,20,0
"35918",1,1,1,0
"35919",2,1,1,1
"35920",NA,0,15,0
"35921",NA,0,35,0
"35922",1,10,65,0
"35923",1,10,39,0
"35924",1,20,49,0
"35925",NA,0,NA,NA
"35926",2,12,41,0
"35927",3,5,34,0
"35928",1,10,24,0
"35929",1,15,29,0
"35930",1,10,19,0
"35931",2,10,19,0
"35932",3,4,13,0
"35933",4,4,13,0
"35934",1,8,8,1
"35935",NA,0,15,0
"35936",NA,0,35,0
"35937",1,10,80,0
"35938",2,1,71,0
"35939",1,10,66,0
"35940",2,4,60,0
"35941",3,8,64,0
"35942",4,8,64,0
"35943",1,10,71,0
"35944",1,11,72,0
"35945",1,16,77,0
"35946",2,3,64,0
"35947",1,10,59,0
"35948",2,10,59,0
"35949",3,10,59,0
"35950",3,15,64,0
"35951",4,4,53,0
"35952",1,10,80,0
"35953",2,10,80,0
"35954",3,6,76,0
"35955",1,10,64,0
"35956",1,10,52,0
"35957",1,10,33,0
"35958",2,9,32,0
"35959",NA,0,NA,0
"35960",3,9,32,0
"35961",4,8,31,0
"35962",NA,0,35,0
"35963",1,10,65,0
"35964",2,1,56,0
"35965",1,10,53,0
"35966",1,10,17,1
"35967",NA,0,15,0
"35968",NA,0,35,0
"35969",1,10,74,0
"35970",2,10,74,0
"35971",1,10,59,0
"35972",1,10,26,0
"35973",NA,0,NA,0
"35974",NA,0,NA,0
"35975",2,18,34,0
"35976",3,18,34,0
"35977",NA,0,NA,NA
"35978",NA,0,35,0
"35979",1,10,65,0
"35980",1,10,49,0
"35981",2,6,45,0
"35982",3,9,48,0
"35983",3,14,53,0
"35984",4,8,47,0
"35985",1,10,90,0
"35986",2,10,90,0
"35987",3,2,82,0
"35988",1,10,77,0
"35989",1,10,57,0
"35990",1,10,12,0
"35991",1,6,6,0
"35992",2,13,13,0
"35993",3,13,13,0
"35994",1,8,8,0
"35995",1,4,4,0
"35996",2,6,6,1
"35997",NA,0,15,0
"35998",NA,0,35,0
"35999",1,10,65,0
"36000",2,10,65,0
"36001",1,10,44,0
"36002",2,10,44,0
"36003",1,10,31,0
"36004",2,10,31,0
"36005",3,20,41,0
"36006",4,20,41,0
"36007",1,10,90,0
"36008",1,10,70,0
"36009",2,4,64,0
"36010",1,10,48,0
"36011",2,5,43,0
"36012",3,12,50,0
"36013",4,12,50,0
"36014",1,10,87,0
"36015",2,8,85,0
"36016",1,10,25,0
"36017",NA,0,NA,NA
"36018",1,10,15,0
"36019",2,10,15,0
"36020",1,5,5,0
"36021",2,3,3,1
"36022",NA,0,2,0
"36023",NA,0,35,0
"36024",1,10,65,0
"36025",2,10,65,0
"36026",3,3,58,0
"36027",1,10,52,0
"36028",2,6,48,0
"36029",3,2,44,0
"36030",1,10,26,0
"36031",1,6,6,1
"36032",NA,0,2,0
"36033",NA,0,35,0
"36034",1,10,60,0
"36035",2,4,54,0
"36036",1,10,45,0
"36037",2,10,45,0
"36038",1,10,67,0
"36039",1,10,53,0
"36040",2,7,50,0
"36041",3,7,50,0
"36042",1,10,40,0
"36043",1,10,25,0
"36044",2,10,25,0
"36045",1,10,10,0
"36046",2,10,10,0
"36047",2,15,15,0
"36048",3,7,7,1
"36049",NA,0,2,0
"36050",NA,0,35,0
"36051",1,10,73,0
"36052",2,4,67,0
"36053",NA,0,NA,0
"36054",3,3,66,0
"36055",NA,0,NA,0
"36056",1,10,61,0
"36057",NA,0,NA,0
"36058",2,14,65,0
"36059",NA,0,NA,0
"36060",3,14,65,0
"36061",4,14,65,0
"36062",1,10,70,0
"36063",1,10,53,0
"36064",2,18,61,0
"36065",2,28,71,0
"36066",3,28,71,0
"36067",4,14,57,0
"36068",1,10,36,0
"36069",1,5,31,0
"36070",1,10,25,0
"36071",2,10,25,0
"36072",NA,0,NA,0
"36073",3,10,25,0
"36074",NA,0,NA,NA
"36075",NA,0,NA,NA
"36076",NA,0,35,0
"36077",1,10,66,0
"36078",2,6,62,0
"36079",3,1,57,0
"36080",1,10,54,0
"36081",2,6,50,0
"36082",3,7,51,0
"36083",4,9,53,0
"36084",1,10,80,0
"36085",2,9,79,0
"36086",1,10,68,0
"36087",1,20,78,0
"36088",2,2,60,0
"36089",1,10,52,0
"36090",2,7,49,0
"36091",1,10,44,0
"36092",2,5,39,0
"36093",3,2,36,0
"36094",1,10,31,0
"36095",2,4,25,0
"36096",NA,0,NA,0
"36097",3,4,25,NA
"36098",3,4,25,0
"36099",4,19,40,0
"36100",1,10,85,0
"36101",2,7,82,0
"36102",3,16,91,0
"36103",4,14,89,0
"36104",1,10,57,0
"36105",NA,0,NA,NA
"36106",2,7,54,0
"36107",3,4,51,0
"36108",4,2,49,0
"36109",1,10,44,0
"36110",1,10,34,0
"36111",2,5,29,0
"36112",3,5,29,0
"36113",1,10,65,0
"36114",2,2,57,0
"36115",1,10,42,0
"36116",2,8,40,0
"36117",1,10,73,0
"36118",1,15,78,0
"36119",2,9,72,0
"36120",3,9,72,0
"36121",4,2,65,0
"36122",1,10,79,0
"36123",1,10,65,0
"36124",1,10,33,0
"36125",2,7,30,0
"36126",3,7,30,1
"36127",NA,0,15,0
"36128",NA,0,35,0
"36129",1,10,79,0
"36130",2,4,73,0
"36131",NA,0,NA,0
"36132",1,10,64,0
"36133",2,6,60,0
"36134",1,10,53,0
"36135",2,9,52,0
"36136",2,19,62,0
"36137",3,19,62,0
"36138",4,19,62,0
"36139",1,10,80,0
"36140",NA,0,NA,0
"36141",1,10,54,0
"36142",1,10,42,0
"36143",2,10,42,NA
"36144",2,10,42,0
"36145",NA,0,NA,0
"36146",1,10,28,1
"36147",NA,0,15,0
"36148",NA,0,35,0
"36149",1,10,62,0
"36150",2,10,62,0
"36151",NA,0,NA,0
"36152",1,10,51,0
"36153",2,10,51,0
"36154",NA,0,NA,NA
"36155",NA,0,35,0
"36156",1,10,75,0
"36157",2,7,72,0
"36158",1,10,38,0
"36159",2,8,36,0
"36160",3,4,32,0
"36161",4,4,32,0
"36162",1,10,68,0
"36163",1,10,39,0
"36164",1,10,15,0
"36165",2,6,11,0
"36166",3,3,8,0
"36167",4,3,8,0
"36168",NA,0,35,0
"36169",1,10,74,0
"36170",2,8,72,0
"36171",3,1,65,0
"36172",1,10,63,0
"36173",2,9,62,0
"36174",3,8,61,0
"36175",4,6,59,0
"36176",1,10,92,0
"36177",1,10,70,0
"36178",2,5,65,0
"36179",1,10,51,0
"36180",1,10,40,0
"36181",2,16,46,0
"36182",3,16,46,0
"36183",4,21,51,0
"36184",1,10,87,0
"36185",NA,0,NA,NA
"36186",2,2,79,0
"36187",3,1,78,0
"36188",4,1,78,0
"36189",1,10,76,0
"36190",2,15,81,0
"36191",3,6,72,0
"36192",4,6,72,0
"36193",1,10,45,0
"36194",1,10,29,0
"36195",2,7,26,0
"36196",1,10,18,0
"36197",2,1,9,0
"36198",1,8,8,0
"36199",2,2,2,0
"36200",2,7,7,0
"36201",3,7,7,1
"36202",NA,0,15,0
"36203",NA,0,35,0
"36204",1,10,70,0
"36205",2,3,63,0
"36206",3,1,61,0
"36207",1,10,55,0
"36208",2,7,52,0
"36209",3,7,52,0
"36210",4,3,48,0
"36211",1,10,36,0
"36212",2,8,34,0
"36213",3,6,32,0
"36214",4,1,27,0
"36215",1,10,73,0
"36216",2,6,69,0
"36217",1,10,47,0
"36218",2,11,48,0
"36219",3,12,49,0
"36220",NA,0,NA,NA
"36221",NA,0,NA,NA
"36222",NA,0,35,0
"36223",1,10,73,0
"36224",1,10,58,0
"36225",2,10,58,0
"36226",3,7,55,0
"36227",1,10,25,0
"36228",2,6,21,0
"36229",3,1,16,0
"36230",1,8,8,1
"36231",NA,0,15,0
"36232",NA,0,35,0
"36233",1,10,49,0
"36234",2,10,49,0
"36235",3,5,44,0
"36236",4,5,44,0
"36237",1,10,88,0
"36238",2,6,84,0
"36239",1,10,76,0
"36240",2,3,69,0
"36241",3,1,67,0
"36242",4,1,67,0
"36243",1,10,83,0
"36244",2,8,81,0
"36245",3,4,77,0
"36246",3,9,82,0
"36247",4,15,88,0
"36248",1,10,50,0
"36249",1,10,33,0
"36250",1,10,19,0
"36251",2,2,11,0
"36252",1,6,6,0
"36253",2,7,7,1
"36254",NA,0,15,0
"36255",NA,0,35,0
"36256",1,10,70,0
"36257",NA,0,NA,NA
"36258",2,1,61,0
"36259",1,10,54,0
"36260",2,7,51,0
"36261",3,1,45,0
"36262",1,10,43,0
"36263",2,9,42,0
"36264",3,15,48,0
"36265",4,8,41,0
"36266",1,10,94,0
"36267",2,5,89,0
"36268",3,1,85,0
"36269",1,10,78,0
"36270",2,6,74,0
"36271",1,10,65,0
"36272",2,15,70,0
"36273",1,10,52,1
"36274",NA,0,15,0
"36275",NA,0,35,0
"36276",1,10,42,0
"36277",2,11,43,0
"36278",1,10,31,0
"36279",2,6,27,0
"36280",3,5,26,0
"36281",NA,0,NA,0
"36282",1,7,7,0
"36283",2,5,5,1
"36284",NA,0,15,0
"36285",NA,0,35,0
"36286",1,10,65,0
"36287",2,9,64,0
"36288",3,3,58,0
"36289",NA,0,NA,0
"36290",NA,0,NA,0
"36291",1,10,40,0
"36292",1,10,29,0
"36293",NA,0,NA,0
"36294",2,10,29,0
"36295",NA,0,NA,0
"36296",1,10,18,0
"36297",NA,0,NA,NA
"36298",NA,0,35,0
"36299",1,10,44,0
"36300",1,10,33,0
"36301",2,6,29,0
"36302",3,3,26,0
"36303",1,6,6,0
"36304",2,4,4,1
"36305",NA,0,15,0
"36306",NA,0,35,0
"36307",1,10,74,0
"36308",2,11,75,0
"36309",3,7,71,0
"36310",4,16,80,0
"36311",1,10,70,0
"36312",2,10,70,0
"36313",1,10,54,0
"36314",2,4,48,0
"36315",1,10,39,0
"36316",2,2,31,0
"36317",1,10,18,0
"36318",2,10,18,0
"36319",3,5,13,0
"36320",1,8,8,0
"36321",2,2,2,0
"36322",3,3,3,1
"36323",NA,0,15,0
"36324",NA,0,35,0
"36325",1,10,81,0
"36326",1,10,65,0
"36327",2,4,59,0
"36328",3,4,59,0
"36329",1,10,43,0
"36330",2,10,43,0
"36331",3,10,43,0
"36332",3,15,48,0
"36333",3,25,58,0
"36334",1,10,91,0
"36335",2,7,88,0
"36336",3,7,88,0
"36337",NA,0,NA,NA
"36338",1,10,64,0
"36339",2,2,56,0
"36340",3,1,55,0
"36341",1,10,52,0
"36342",2,10,52,0
"36343",3,2,44,0
"36344",4,3,45,0
"36345",1,8,8,0
"36346",2,4,4,0
"36347",3,4,4,0
"36348",3,14,14,1
"36349",NA,0,15,0
"36350",NA,0,35,0
"36351",1,10,65,1
"36352",NA,0,15,0
"36353",NA,0,35,0
"36354",1,10,65,0
"36355",2,10,65,0
"36356",1,10,53,0
"36357",2,4,47,0
"36358",3,4,47,0
"36359",1,10,32,0
"36360",1,10,20,0
"36361",2,1,11,1
"36362",NA,0,15,0
"36363",NA,0,35,0
"36364",1,10,73,0
"36365",2,5,68,0
"36366",3,12,75,0
"36367",4,12,75,0
"36368",4,17,80,0
"36369",1,10,71,0
"36370",2,5,66,0
"36371",3,4,65,0
"36372",4,4,65,0
"36373",1,10,83,0
"36374",2,5,78,0
"36375",3,5,78,0
"36376",4,5,78,0
"36377",1,10,22,0
"36378",NA,0,NA,0
"36379",2,5,17,0
"36380",NA,0,NA,0
"36381",3,2,14,0
"36382",NA,0,NA,0
"36383",1,10,12,0
"36384",2,11,13,0
"36385",3,12,14,0
"36386",NA,0,NA,NA
"36387",NA,0,NA,NA
"36388",NA,0,35,0
"36389",1,10,72,0
"36390",2,6,68,0
"36391",3,6,68,0
"36392",4,6,68,0
"36393",1,10,74,0
"36394",2,7,71,0
"36395",3,2,66,0
"36396",1,10,62,0
"36397",2,4,56,0
"36398",3,5,57,0
"36399",1,10,42,0
"36400",2,6,38,0
"36401",1,10,23,0
"36402",2,10,23,0
"36403",3,4,17,0
"36404",1,10,12,0
"36405",2,2,4,1
"36406",NA,0,15,0
"36407",NA,0,35,0
"36408",1,10,66,0
"36409",2,10,66,0
"36410",3,6,62,0
"36411",1,10,50,0
"36412",2,6,46,0
"36413",3,4,44,0
"36414",4,4,44,0
"36415",4,9,49,0
"36416",1,10,88,0
"36417",2,5,83,0
"36418",1,10,75,0
"36419",1,10,58,0
"36420",2,23,71,0
"36421",3,23,71,0
"36422",NA,0,NA,NA
"36423",4,13,61,0
"36424",1,10,95,0
"36425",2,3,88,0
"36426",1,10,83,0
"36427",2,8,81,0
"36428",2,13,86,0
"36429",3,13,86,0
"36430",1,10,55,0
"36431",2,14,59,NA
"36432",2,14,59,0
"36433",1,10,54,0
"36434",2,8,52,0
"36435",1,10,42,0
"36436",1,20,52,0
"36437",2,13,45,0
"36438",2,18,50,0
"36439",3,1,33,0
"36440",1,10,30,0
"36441",1,10,15,0
"36442",2,7,12,0
"36443",3,1,6,0
"36444",4,1,6,0
"36445",1,4,4,1
"36446",NA,0,15,0
"36447",NA,0,35,0
"36448",1,10,73,0
"36449",1,10,49,0
"36450",2,7,46,0
"36451",3,5,44,0
"36452",4,3,42,0
"36453",1,10,21,0
"36454",2,10,21,0
"36455",NA,0,NA,0
"36456",3,11,22,0
"36457",4,11,22,0
"36458",NA,0,35,0
"36459",1,10,72,0
"36460",NA,0,NA,NA
"36461",NA,0,35,0
"36462",1,10,70,0
"36463",2,11,71,0
"36464",3,7,67,0
"36465",1,10,33,0
"36466",2,7,30,0
"36467",3,7,30,0
"36468",1,10,21,0
"36469",2,11,22,0
"36470",2,21,32,1
"36471",NA,0,15,0
"36472",NA,0,35,0
"36473",1,10,72,0
"36474",2,4,66,0
"36475",3,13,75,0
"36476",1,10,60,0
"36477",2,6,56,0
"36478",3,1,51,0
"36479",1,10,49,0
"36480",1,10,36,0
"36481",1,10,20,0
"36482",2,23,33,0
"36483",1,10,25,0
"36484",1,10,14,0
"36485",2,8,12,0
"36486",3,14,18,0
"36487",4,20,24,0
"36488",NA,0,35,0
"36489",NA,0,40,0
"36490",1,10,67,0
"36491",2,5,62,0
"36492",2,10,67,0
"36493",NA,0,NA,NA
"36494",3,8,65,0
"36495",4,1,58,0
"36496",1,10,55,0
"36497",2,9,54,0
"36498",3,9,54,0
"36499",1,10,44,0
"36500",2,10,44,0
"36501",3,3,37,0
"36502",4,1,35,0
"36503",1,10,65,0
"36504",1,10,60,0
"36505",2,10,60,0
"36506",1,10,42,0
"36507",1,14,46,0
"36508",2,3,35,0
"36509",1,10,32,0
"36510",2,10,32,0
"36511",3,10,32,0
"36512",4,6,28,0
"36513",4,1,23,0
"36514",1,10,77,0
"36515",2,7,74,0
"36516",3,5,72,0
"36517",4,1,68,0
"36518",1,10,78,0
"36519",1,10,67,0
"36520",1,10,50,0
"36521",1,10,32,0
"36522",1,10,16,0
"36523",1,15,21,0
"36524",2,15,21,0
"36525",3,6,12,1
"36526",NA,0,15,0
"36527",NA,0,35,0
"36528",1,10,71,0
"36529",2,10,71,0
"36530",3,10,71,0
"36531",1,10,60,0
"36532",2,19,69,0
"36533",NA,0,NA,0
"36534",3,14,64,0
"36535",NA,0,NA,0
"36536",4,7,57,0
"36537",1,10,91,0
"36538",2,10,91,0
"36539",1,10,72,0
"36540",NA,0,NA,0
"36541",2,1,63,0
"36542",1,10,48,0
"36543",NA,0,NA,0
"36544",2,10,48,0
"36545",1,10,29,0
"36546",NA,0,NA,0
"36547",2,10,29,0
"36548",NA,0,35,0
"36549",1,10,65,0
"36550",NA,0,NA,NA
"36551",NA,0,NA,NA
"36552",NA,0,35,0
"36553",1,10,47,0
"36554",2,10,47,0
"36555",2,15,52,0
"36556",3,9,46,0
"36557",4,9,46,0
"36558",1,10,99,0
"36559",1,10,99,0
"36560",2,9,98,0
"36561",2,10,99,0
"36562",3,8,97,0
"36563",4,4,93,0
"36564",1,10,42,0
"36565",2,9,41,0
"36566",2,4,36,0
"36567",1,10,32,0
"36568",2,5,27,0
"36569",1,10,17,0
"36570",1,6,6,1
"36571",NA,0,15,0
"36572",NA,0,35,0
"36573",1,10,70,0
"36574",1,15,75,0
"36575",2,15,75,0
"36576",3,10,70,0
"36577",4,1,61,0
"36578",1,10,80,0
"36579",2,8,78,0
"36580",3,2,72,0
"36581",1,10,48,0
"36582",1,8,8,0
"36583",2,3,3,0
"36584",3,3,3,1
"36585",NA,0,15,0
"36586",NA,0,35,0
"36587",1,10,77,0
"36588",2,8,75,0
"36589",NA,0,NA,NA
"36590",3,16,83,0
"36591",4,9,76,0
"36592",1,10,77,0
"36593",2,5,72,0
"36594",2,15,82,0
"36595",3,1,68,0
"36596",1,10,65,0
"36597",2,11,66,0
"36598",3,5,60,0
"36599",1,10,54,0
"36600",2,8,52,0
"36601",1,10,33,0
"36602",1,10,18,0
"36603",1,7,7,0
"36604",2,9,9,0
"36605",3,8,8,0
"36606",4,17,17,0
"36607",1,10,75,0
"36608",2,10,75,0
"36609",3,10,75,0
"36610",1,10,33,0
"36611",2,8,31,0
"36612",3,8,31,0
"36613",4,17,40,0
"36614",1,10,90,0
"36615",2,1,81,0
"36616",3,1,81,0
"36617",4,1,81,0
"36618",1,10,62,0
"36619",1,15,67,0
"36620",2,15,67,0
"36621",3,15,67,0
"36622",4,15,67,0
"36623",1,10,74,0
"36624",NA,0,NA,0
"36625",1,10,49,0
"36626",2,10,49,0
"36627",3,10,49,0
"36628",NA,0,NA,0
"36629",NA,0,NA,0
"36630",4,3,42,0
"36631",NA,0,NA,NA
"36632",NA,0,35,0
"36633",1,10,80,0
"36634",2,10,80,0
"36635",3,10,80,0
"36636",4,10,80,0
"36637",1,10,53,0
"36638",2,7,50,0
"36639",3,3,46,0
"36640",4,3,46,0
"36641",1,10,48,0
"36642",2,7,45,0
"36643",1,10,32,0
"36644",2,10,32,0
"36645",3,10,32,0
"36646",4,10,32,0
"36647",NA,0,35,0
"36648",1,10,61,0
"36649",1,15,66,0
"36650",2,9,60,0
"36651",3,7,58,0
"36652",4,7,58,0
"36653",1,10,83,0
"36654",1,10,22,1
"36655",NA,0,15,0
"36656",NA,0,35,0
"36657",1,10,73,0
"36658",2,9,72,0
"36659",1,10,25,0
"36660",2,7,22,0
"36661",3,9,24,0
"36662",1,10,80,0
"36663",2,12,82,0
"36664",3,2,72,0
"36665",1,10,67,0
"36666",1,10,57,0
"36667",2,5,52,0
"36668",1,10,38,0
"36669",2,6,34,0
"36670",1,10,17,0
"36671",2,10,17,1
"36672",NA,0,15,0
"36673",NA,0,35,0
"36674",1,10,80,0
"36675",2,10,80,0
"36676",3,10,80,0
"36677",NA,0,NA,NA
"36678",4,19,89,0
"36679",1,10,52,0
"36680",2,14,56,0
"36681",3,8,50,0
"36682",1,10,41,0
"36683",2,10,41,0
"36684",2,15,46,0
"36685",3,15,46,0
"36686",4,23,54,0
"36687",1,10,88,0
"36688",2,8,86,0
"36689",3,6,84,0
"36690",1,10,74,0
"36691",2,3,67,0
"36692",1,10,22,0
"36693",2,14,26,0
"36694",3,11,23,0
"36695",4,11,23,0
"36696",NA,0,35,0
"36697",1,10,71,0
"36698",2,7,68,0
"36699",1,10,53,0
"36700",2,14,57,0
"36701",1,10,43,0
"36702",2,10,43,0
"36703",3,2,35,0
"36704",1,10,32,0
"36705",2,1,23,0
"36706",3,3,25,0
"36707",1,10,17,0
"36708",2,4,11,0
"36709",1,4,4,0
"36710",2,4,4,0
"36711",3,4,4,0
"36712",NA,0,NA,0
"36713",4,8,8,0
"36714",1,10,87,0
"36715",NA,0,NA,NA
"36716",NA,0,NA,NA
"36717",NA,0,35,0
"36718",1,10,65,0
"36719",2,6,61,0
"36720",1,10,53,0
"36721",1,10,31,0
"36722",1,14,35,0
"36723",2,12,33,0
"36724",3,12,33,0
"36725",4,4,25,0
"36726",1,10,67,0
"36727",2,4,61,0
"36728",1,10,44,0
"36729",2,4,38,0
"36730",1,10,20,0
"36731",2,10,20,0
"36732",1,10,17,1
"36733",NA,0,15,0
"36734",NA,0,35,0
"36735",1,10,72,0
"36736",2,10,72,0
"36737",1,10,62,0
"36738",2,4,56,0
"36739",1,10,51,0
"36740",2,10,51,0
"36741",3,4,45,0
"36742",NA,0,NA,0
"36743",4,4,45,0
"36744",1,10,39,0
"36745",2,8,37,0
"36746",3,8,37,0
"36747",4,8,37,0
"36748",1,10,27,0
"36749",NA,0,NA,0
"36750",1,4,4,1
"36751",NA,0,15,0
"36752",NA,0,35,0
"36753",1,10,65,0
"36754",2,10,65,0
"36755",3,8,63,0
"36756",1,10,38,0
"36757",2,6,34,0
"36758",NA,0,NA,NA
"36759",3,1,29,0
"36760",1,10,19,0
"36761",2,7,16,0
"36762",1,8,8,0
"36763",2,8,8,0
"36764",3,6,6,0
"36765",4,6,6,0
"36766",NA,0,35,0
"36767",1,10,69,0
"36768",1,10,50,0
"36769",1,10,14,0
"36770",1,3,3,0
"36771",2,3,3,0
"36772",3,1,1,0
"36773",1,1,1,NA
"36774",1,1,1,1
"36775",NA,0,15,0
"36776",NA,0,35,0
"36777",1,10,65,0
"36778",1,10,13,0
"36779",2,7,10,0
"36780",3,5,8,1
"36781",NA,0,15,0
"36782",NA,0,35,0
"36783",1,10,72,0
"36784",2,2,64,0
"36785",1,10,60,0
"36786",2,5,55,0
"36787",3,5,55,0
"36788",4,5,55,0
"36789",1,10,80,0
"36790",2,10,80,0
"36791",3,8,78,0
"36792",4,1,71,0
"36793",1,10,57,0
"36794",2,10,57,0
"36795",3,8,55,0
"36796",1,10,45,0
"36797",NA,0,NA,0
"36798",1,10,31,1
"36799",NA,0,15,0
"36800",NA,0,35,0
"36801",1,10,66,0
"36802",NA,0,NA,0
"36803",1,10,56,0
"36804",1,10,19,0
"36805",2,10,19,0
"36806",3,10,19,0
"36807",NA,0,NA,NA
"36808",NA,0,35,0
"36809",1,10,67,0
"36810",1,10,45,0
"36811",2,6,41,0
"36812",1,10,34,0
"36813",2,4,28,0
"36814",3,3,27,0
"36815",4,1,25,0
"36816",1,10,24,0
"36817",2,4,18,0
"36818",3,12,26,0
"36819",4,12,26,0
"36820",NA,0,35,0
"36821",1,10,65,0
"36822",2,5,60,0
"36823",2,15,70,0
"36824",3,9,64,0
"36825",4,5,60,0
"36826",1,10,88,0
"36827",2,10,88,0
"36828",3,1,79,0
"36829",1,10,75,0
"36830",2,10,75,0
"36831",3,3,68,0
"36832",1,10,53,0
"36833",2,4,47,0
"36834",1,10,26,1
"36835",NA,0,15,0
"36836",NA,0,35,0
"36837",1,10,78,0
"36838",2,10,78,0
"36839",3,22,90,0
"36840",4,22,90,0
"36841",1,10,50,0
"36842",1,10,11,1
"36843",NA,0,15,0
"36844",NA,0,35,0
"36845",1,10,65,0
"36846",NA,0,NA,NA
"36847",2,8,63,0
"36848",NA,0,NA,0
"36849",3,7,62,0
"36850",4,7,62,0
"36851",1,10,80,0
"36852",2,6,76,0
"36853",3,3,73,0
"36854",4,3,73,0
"36855",1,10,66,0
"36856",1,10,46,0
"36857",2,10,46,0
"36858",3,6,42,0
"36859",4,1,37,0
"36860",1,10,26,0
"36861",2,11,27,0
"36862",3,11,27,0
"36863",4,14,30,0
"36864",NA,0,35,0
"36865",1,10,68,0
"36866",2,1,59,0
"36867",1,10,53,0
"36868",1,10,29,0
"36869",2,4,23,0
"36870",1,10,11,1
"36871",NA,0,15,0
"36872",NA,0,35,0
"36873",1,10,65,0
"36874",2,10,65,0
"36875",3,10,65,0
"36876",1,10,50,0
"36877",2,10,50,0
"36878",1,10,33,0
"36879",1,10,17,0
"36880",2,6,13,0
"36881",1,4,4,0
"36882",2,4,4,0
"36883",3,4,4,0
"36884",NA,0,NA,0
"36885",4,4,4,0
"36886",1,1,1,1
"36887",NA,0,15,0
"36888",NA,0,35,0
"36889",1,10,65,0
"36890",NA,0,NA,0
"36891",2,4,59,0
"36892",1,10,53,0
"36893",NA,0,NA,0
"36894",2,8,51,0
"36895",NA,0,NA,0
"36896",3,6,49,0
"36897",4,4,47,0
"36898",4,9,52,0
"36899",1,10,80,0
"36900",NA,0,NA,NA
"36901",NA,0,NA,NA
"36902",NA,0,35,0
"36903",1,10,69,0
"36904",2,8,67,0
"36905",NA,0,NA,0
"36906",3,1,60,0
"36907",1,10,58,0
"36908",2,5,53,0
"36909",3,1,49,0
"36910",1,10,52,0
"36911",2,5,47,0
"36912",3,1,43,0
"36913",4,1,43,0
"36914",1,10,42,0
"36915",1,15,47,0
"36916",2,14,46,0
"36917",3,1,33,0
"36918",4,3,35,0
"36919",NA,0,35,0
"36920",1,10,60,0
"36921",2,8,58,0
"36922",3,5,55,0
"36923",4,4,54,0
"36924",1,10,97,0
"36925",2,8,95,0
"36926",1,10,69,0
"36927",1,10,43,0
"36928",2,3,36,0
"36929",1,10,30,0
"36930",1,10,12,0
